Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
908,02-11-2023 00:00,18:00,Afternoon,FTG-760-QAZ-212,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",46,KA41AB0123,Not Fraud,0,,,
909,3/17/2023,20:15,Evening,FTG-880-UVW-540,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",47,KA44CD4567,Not Fraud,0,,,
910,4/22/2023,22:30,Evening,FTG-762-NJH-657,B-102,Regular,Large,130,110,"13.042660878688794, 77.47580097259879",89,KA47EF8901,Fraud,1,,,
911,5/29/2023,00:45,Midnight,FTG-440-MNO-890,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",90,KA50GH2345,Not Fraud,0,,,
912,07-03-2023 00:00,03:00,Midnight,FTG-764-OKM-092,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",87,KA53IJ6789,Not Fraud,0,,,
913,08-08-2023 00:00,05:15,Midnight,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",96,KA56KL0123,Not Fraud,0,,,
914,9/13/2023,07:30,Morning,FTG-690-IJK-420,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",67,KA59MN4567,Fraud,1,,,
915,10/18/2023,09:45,Morning,FTG-767-MKF-102,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",65,KA62OP8901,Not Fraud,0,,,
916,11/23/2023,12:00,Morning,FTG-260-RST-750,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",66,KA65QR2345,Not Fraud,0,,,
917,12/28/2023,14:15,Afternoon,FTG-769-NBH-541,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",67,KA68ST6789,Not Fraud,0,,,
918,02-12-2023 00:00,16:30,Afternoon,FTG-770-POI-212,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",68,KA71UV0123,Not Fraud,0,,,
919,3/18/2023,18:45,Evening,FTG-510-XYZ-210,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",69,KA74WX3456,Fraud,1,,,
920,4/23/2023,21:00,Evening,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",70,KA77YZ6789,Not Fraud,0,,,
921,5/30/2023,23:15,Evening,FTG-773-KJH-323,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",71,KA80AB0123,Not Fraud,0,,,
922,07-05-2023 00:00,01:30,Midnight,FTG-774-VFR-095,B-102,Regular,Medium,110,60,"13.042660878688794, 77.47580097259879",72,KA83CD4567,Fraud,1,,,
923,08-10-2023 00:00,03:45,Midnight,FTG-775-YUI-764,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",73,KA86EF8901,Not Fraud,0,,,
924,9/15/2023,06:00,Midnight,FTG-776-CDE-434,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",74,KA89GH2345,Not Fraud,0,,,
925,10/20/2023,08:15,Morning,FTG-777-LMK-106,C-103,Express,Large,290,190,"13.042660878688794, 77.47580097259879",75,KA92IJ6789,Fraud,1,,,
926,11/25/2023,10:30,Morning,FTG-760-PQR-680,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",76,KA95KL0123,Not Fraud,0,,,
927,01-01-2023 00:00,12:45,Afternoon,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",77,KA98MN4167,Not Fraud,0,,,
928,08-01-2023 00:00,20:15,Evening,FTG-780-TGB-213,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",78,KA02OP0423,Not Fraud,0,,,
929,01-01-2023 00:00,08:17,Morning,FTG-781-BVC-985,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",79,KA05QR4367,Not Fraud,0,,,
930,02-05-2023 00:00,12:42,Afternoon,FTG-782-XCV-657,A-101,Regular,Medium,100,90,"13.042660878688794, 77.47580097259879",80,KA08ST8401,Fraud,1,,,
931,03-12-2023 00:00,16:20,Afternoon,FTG-783-LKJ-323,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",81,KA11UV2445,Fraud,1,,,
932,4/20/2023,09:55,Morning,FTG-784-POU-093,C-103,Regular,Large,290,120,"13.042660878688794, 77.47580097259879",82,KA14WX6749,Fraud,1,,,
933,5/25/2023,14:30,Afternoon,FTG-785-ZXC-765,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",83,KA17YZ0423,Not Fraud,0,,,
934,6/30/2023,18:10,Evening,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",84,KA20AB2335,Not Fraud,0,,,
935,08-07-2023 00:00,21:48,Evening,FTG-787-HGT-103,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",85,KA23CD6739,Not Fraud,0,,,
936,9/15/2023,05:25,Midnight,FTG-788-WSX-873,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",86,KA26EF0323,Not Fraud,0,,,
937,10/22/2023,10:02,Morning,FTG-789-QAZ-543,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",87,KA29GH4367,Fraud,1,,,
938,11/27/2023,13:40,Afternoon,FTG-330-ABC-395,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",88,KA32IJ8902,Not Fraud,0,,,
939,01-02-2023 00:00,08:18,Morning,FTG-791-YUI-987,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",89,KA35KL2145,Not Fraud,0,,,
940,02-06-2023 00:00,12:45,Afternoon,FTG-580-DEF-850,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",90,KA38MN6289,Not Fraud,0,,,
941,3/13/2023,16:23,Afternoon,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",55,KA41QR0223,Not Fraud,0,,,
942,4/21/2023,10:00,Morning,FTG-794-KJH-094,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",56,KA44ST4467,Not Fraud,0,,,
943,5/26/2023,14:35,Afternoon,FTG-795-EDC-763,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",57,KA47UV8401,Not Fraud,0,,,
944,07-01-2023 00:00,18:15,Evening,FTG-190-HGT-120,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",58,KA50WX2335,Not Fraud,0,,,
945,08-08-2023 00:00,21:53,Evening,FTG-797-PLN-100,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",59,KA53YZ6899,Not Fraud,0,,,
946,9/16/2023,05:30,Midnight,FTG-798-VFR-873,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",60,KA56AB0223,Not Fraud,0,,,
947,10/23/2023,10:08,Morning,FTG-440-UVW-690,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",61,KA59CD4467,Fraud,1,,,
948,11/28/2023,13:45,Afternoon,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",62,KA62EF3901,Not Fraud,0,,,
949,01-03-2023 00:00,08:22,Morning,FTG-801-XYZ-983,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",63,KA65GH2445,Not Fraud,0,,,
950,02-07-2023 00:00,12:48,Afternoon,FTG-802-ABC-652,B-102,Regular,Medium,110,60,"13.042660878688794, 77.47580097259879",56,KA68IJ6769,Fraud,1,,,
951,3/14/2023,16:26,Afternoon,FTG-803-PQR-322,A-101,Express,Medium,100,90,"13.042660878688794, 77.47580097259879",90,KA71KL0323,Fraud,1,,,
952,4/22/2023,10:03,Morning,FTG-804-DEF-092,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",90,KA74MN4467,Not Fraud,0,,,
953,5/27/2023,14:39,Afternoon,FTG-805-LMN-762,C-103,Express,Large,290,60,"13.042660878688794, 77.47580097259879",55,KA77OP8701,Fraud,1,,,
954,07-02-2023 00:00,18:18,Evening,FTG-690-MNO-250,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",82,KA80QR2545,Not Fraud,0,,,
955,08-09-2023 00:00,21:56,Evening,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",63,KA83ST6689,Not Fraud,0,,,
956,9/17/2023,05:33,Midnight,FTG-809-RST-547,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",90,KA86UV0623,Fraud,1,,,
957,10/24/2023,10:15,Morning,FTG-809-RST-542,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",48,KA89WX4967,Not Fraud,0,,,
958,11/29/2023,13:50,Afternoon,FTG-810-MNO-212,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",76,KA92YZ8601,Not Fraud,0,,,
959,01-04-2023 00:00,08:25,Morning,FTG-811-QWE-982,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",58,KA95AB2245,Not Fraud,0,,,
960,02-08-2023 00:00,12:52,Afternoon,FTG-812-ZXC-651,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",87,KA98CD6779,Not Fraud,0,,,
961,3/15/2023,16:29,Afternoon,FTG-813-POI-320,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",67,KA01EF0133,Not Fraud,0,,,
962,4/23/2023,10:07,Morning,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",94,KA04GH4557,Not Fraud,0,,,
963,5/28/2023,14:42,Afternoon,FTG-815-DCV-761,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",71,KA07IJ8801,Not Fraud,0,,,
964,07-03-2023 00:00,18:22,Evening,FTG-816-NBH-433,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",89,KA10KL2445,Not Fraud,0,,,
965,08-10-2023 00:00,22:00,Evening,FTG-817-LKI-104,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",52,KA13MN6889,Not Fraud,0,,,
966,9/18/2023,05:35,Midnight,FTG-818-UYT-873,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",79,MH16OP0123,Not Fraud,0,,,
967,10/25/2023,10:23,Morning,FTG-819-FRD-520,C-103,Express,Large,290,130,"13.042660878688794, 77.47580097259879",66,MH19QR4567,Fraud,1,,,
968,11/30/2023,13:55,Afternoon,FTG-820-TYU-211,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",95,MH22ST8901,Not Fraud,0,,,
969,01-05-2023 00:00,08:28,Morning,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",44,MH25UV2345,Not Fraud,0,,,
970,02-09-2023 00:00,12:55,Afternoon,FTG-822-XSW-651,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",78,MH02CD5678,Fraud,1,,,
971,3/16/2023,16:32,Afternoon,FTG-823-NMK-321,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",61,MH03EF9101,Not Fraud,0,,,
972,4/24/2023,10:10,Morning,FTG-824-CDE-191,A-101,Regular,Medium,100,90,"13.042660878688794, 77.47580097259879",85,MH04GH1122,Fraud,1,,,
973,5/29/2023,14:47,Afternoon,FTG-825-VBN-762,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",49,MH05IJ3344,Not Fraud,0,,,
974,07-04-2023 00:00,18:25,Evening,FTG-826-PLM-431,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",74,MH06KL5566,Fraud,1,,,
975,08-11-2023 00:00,22:03,Evening,FTG-827-HGT-102,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",69,MH07MN7788,Not Fraud,0,,,
976,9/19/2023,05:40,Midnight,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",92,MH08OP9900,Not Fraud,0,,,
977,10/26/2023,10:30,Morning,FTG-829-QAZ-541,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",57,MH09QR1122,Not Fraud,0,,,
978,12-01-2023 00:00,14:07,Afternoon,FTG-831-ZAS-987,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",83,MH10ST3344,Not Fraud,0,,,
979,01-06-2023 00:00,08:32,Morning,FTG-832-IXC-651,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",68,MH11UV5566,Not Fraud,0,,,
980,02-10-2023 00:00,13:00,Afternoon,FTG-833-JOP-329,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",96,MH12WX7788,Not Fraud,0,,,
981,3/17/2023,16:38,Afternoon,FTG-834-RFV-092,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",46,MH13YZ9900,Not Fraud,0,,,
982,4/25/2023,10:15,Morning,FTG-123-ABC-789,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",81,MH14AA1122,Not Fraud,0,,,
983,5/30/2023,15:52,Afternoon,FTG-456-DEF-012,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",60,MH15BB3344,Not Fraud,0,,,
984,07-05-2023 00:00,19:30,Evening,FTG-789-GHI-345,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",88,MH16CC5566,Not Fraud,0,,,
985,08-12-2023 00:00,22:08,Evening,FTG-012-JKL-678,B-102,Express,Medium,110,60,"13.042660878688794, 77.47580097259879",53,MH17DD7788,Fraud,1,,,
986,9/20/2023,05:45,Midnight,FTG-345-MNO-901,A-101,Regular,Medium,100,60,"13.042660878688794, 77.47580097259879",77,MH18EE9900,Fraud,1,,,
987,10/27/2023,10:37,Morning,FTG-678-PQR-234,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",64,MH19FF1122,Not Fraud,0,,,
988,12-02-2023 00:00,14:15,Afternoon,FTG-901-STU-567,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",91,MH20GG3344,Fraud,1,,,
989,01-07-2023 00:00,08:36,Morning,FTG-234-VWX-890,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",50,MH01AB1234,Not Fraud,0,,,
990,02-11-2023 00:00,13:05,Afternoon,FTG-567-YZA-123,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",75,GA01CD5678,Not Fraud,0,,,
991,3/18/2023,16:43,Afternoon,FTG-890-BCD-456,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",59,MH01EF9012,Fraud,1,,,
992,4/26/2023,10:20,Morning,FTG-123-EFG-789,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",84,AP02GH3456,Not Fraud,0,,,
993,5/31/2023,15:57,Afternoon,FTG-456-HIJ-012,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",66,GA02IJ7890,Not Fraud,0,,,
994,07-06-2023 00:00,19:35,Evening,FTG-789-KLM-345,B-102,Regular,Large,130,60,"13.042660878688794, 77.47580097259879",93,MH02KL1234,Fraud,1,,,
995,8/13/2023,22:13,Evening,FTG-012-NOP-678,C-103,Express,Large,290,90,"13.042660878688794, 77.47580097259879",45,AP03MN5678,Fraud,1,,,
996,9/21/2023,05:50,Midnight,FTG-345-QRS-901,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",80,GA03OP9012,Not Fraud,0,,,
997,10/28/2023,10:44,Morning,FTG-678-TUV-234,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",62,MH03QR3456,Not Fraud,0,,,
998,12-03-2023 00:00,14:23,Afternoon,FTG-901-WXY-567,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",86,AP04ST7890,Fraud,1,,,
999,01-08-2023 00:00,08:39,Morning,FTG-234-ZAB-890,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",51,GA04UV1234,Not Fraud,0,,,
1000,02-12-2023 00:00,13:10,Afternoon,FTG-567-CDE-123,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",73,MH04WX5678,Not Fraud,0,,,
1001,3/19/2023,16:48,Afternoon,FTG-890-FGH-456,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",56,AP05YZ9012,Not Fraud,0,,,
1002,4/27/2023,10:25,Morning,FTG-123-IJK-789,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",82,GA05AB1234,Fraud,1,,,
1003,06-01-2023 00:00,16:02,Afternoon,FTG-456-LMN-012,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",70,MH05CD5678,Not Fraud,0,,,
1004,07-07-2023 00:00,19:40,Evening,FTG-789-OPQ-345,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",97,AP06EF9012,Not Fraud,0,,,
1005,8/14/2023,22:18,Evening,FTG-012-RST-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,GA06GH3456,Not Fraud,0,,,
1006,9/22/2023,05:55,Midnight,FTG-345-UVW-901,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",84,MH06IJ7890,Fraud,1,,,
1007,10/29/2023,10:51,Morning,FTG-678-XYZ-234,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",65,AP07KL1234,Not Fraud,0,,,
1008,12-04-2023 00:00,14:30,Afternoon,FTG-901-BCA-567,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",92,GA07MN5678,Not Fraud,0,,,
1009,01-09-2023 00:00,08:42,Morning,FTG-234-DEF-890,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",53,MH07OP9012,Fraud,1,,,
1010,2/13/2023,13:15,Afternoon,FTG-567-GHI-123,A-101,Regular,Small,100,90,"12.84197701525119, 77.67547528176169",79,AP08QR3456,Fraud,1,,,
1011,3/20/2023,16:54,Afternoon,FTG-890-JKL-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",61,GA08ST7890,Not Fraud,0,,,
1012,4/28/2023,10:30,Morning,FTG-123-MNO-789,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",89,MH08UV1234,Fraud,1,,,
1013,06-02-2023 00:00,16:08,Afternoon,FTG-456-PQR-012,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",44,AP09WX5678,Fraud,1,,,
1014,07-08-2023 00:00,19:45,Evening,FTG-789-STU-345,A-101,Regular,Medium,120,90,"12.84197701525119, 77.67547528176169",78,GA09YZ9012,Fraud,1,,,
1015,8/15/2023,22:23,Evening,FTG-012-VWX-678,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",67,MH09AB1234,Fraud,1,,,
1016,9/23/2023,06:00,Midnight,FTG-345-YZA-901,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",95,AP10CD5678,Fraud,1,,,
1017,10/30/2023,11:00,Morning,FTG-678-BCD-234,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",55,GA10EF9012,Not Fraud,0,,,
1018,12-05-2023 00:00,14:37,Afternoon,FTG-901-EFG-567,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,MH10GH3456,Not Fraud,0,,,
1019,01-10-2023 00:00,08:46,Morning,FTG-234-HIJ-890,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",62,AP11IJ7890,Fraud,1,,,
1020,2/14/2023,13:20,Afternoon,FTG-567-KLM-123,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",87,GA11KL1234,Fraud,1,,,
1021,3/21/2023,17:00,Afternoon,FTG-890-NOP-456,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",47,MH11MN5678,Fraud,1,,,
1022,4/29/2023,10:35,Morning,FTG-123-QRS-789,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",73,AP12OP9012,Fraud,1,,,
1023,06-03-2023 00:00,16:13,Afternoon,FTG-456-TUV-012,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",68,GA12QR3456,Fraud,1,,,
1024,07-09-2023 00:00,19:50,Evening,FTG-789-WXY-345,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,MH12ST7890,Not Fraud,0,,,
1025,8/16/2023,22:27,Evening,FTG-012-ZAB-678,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,AP13UV1234,Not Fraud,0,,,
1026,9/24/2023,06:05,Morning,FTG-345-CDE-901,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",82,GA13WX5678,Fraud,1,,,
1027,10/31/2023,11:07,Morning,FTG-678-FGH-234,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",56,MH13YZ9012,Not Fraud,0,,,
1028,12-06-2023 00:00,14:44,Afternoon,FTG-901-IJK-567,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",84,AP14AB1234,Not Fraud,0,,,
1029,01-11-2023 00:00,08:49,Morning,FTG-234-LMN-890,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,GA14CD5678,Not Fraud,0,,,
1030,2/15/2023,13:25,Afternoon,FTG-567-OPQ-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",94,MH14EF9012,Not Fraud,0,,,
1031,3/22/2023,17:05,Afternoon,FTG-890-RST-456,A-101,Express,Small,100,60,"12.84197701525119, 77.67547528176169",49,AP15GH3456,Fraud,1,,,
1032,4/30/2023,10:40,Morning,FTG-123-UVW-789,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",76,GA15IJ7890,Not Fraud,0,,,
1033,06-04-2023 00:00,16:18,Afternoon,FTG-456-XYZ-012,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",63,MH15KL1234,Fraud,1,,,
1034,07-10-2023 00:00,19:55,Evening,FTG-789-BCA-345,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",88,AP16MN5678,Not Fraud,0,,,
1035,8/17/2023,22:32,Evening,FTG-012-DEF-678,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",74,GA16OP9012,Not Fraud,0,,,
1036,9/25/2023,06:10,Morning,FTG-345-GHI-901,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,MH16QR3456,Not Fraud,0,,,
1037,11-01-2023 00:00,11:14,Morning,FTG-678-JKL-234,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,AP17ST7890,Not Fraud,0,,,
1038,12-07-2023 00:00,14:51,Afternoon,FTG-901-MNO-567,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",85,GA17UV1234,Not Fraud,0,,,
1039,01-12-2023 00:00,08:52,Morning,FTG-234-PQR-890,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,MH17WX5678,Not Fraud,0,,,
1040,2/16/2023,13:30,Afternoon,FTG-567-STU-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",79,AP18YZ9012,Not Fraud,0,,,
1041,3/23/2023,17:11,Afternoon,FTG-890-VWX-456,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",66,GA18AB1234,Not Fraud,0,,,
1042,05-01-2023 00:00,10:45,Morning,FTG-123-YZA-789,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",90,MH18CD5678,Fraud,1,,,
1043,06-05-2023 00:00,16:23,Afternoon,FTG-456-BCD-012,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",48,AP19EF9012,Not Fraud,0,,,
1044,07-11-2023 00:00,20:00,Evening,FTG-789-EFG-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,GA19GH3456,Not Fraud,0,,,
1045,8/18/2023,22:36,Evening,FTG-012-HIJ-678,A-101,Express,Small,100,80,"12.84197701525119, 77.67547528176169",60,MH19IJ7890,Fraud,1,,,
1046,9/26/2023,06:15,Morning,FTG-345-KLM-901,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",83,AP20KL1234,Not Fraud,0,,,
1047,11-02-2023 00:00,11:20,Morning,FTG-678-NOP-234,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",71,GA20MN5678,Not Fraud,0,,,
1048,12-08-2023 00:00,14:58,Afternoon,FTG-901-QRS-567,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,MH20OP9012,Not Fraud,0,,,
1049,01-01-2023 00:00,08:18,Morning,FTG-234-TUV-890,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,AP21QR3456,Not Fraud,0,,,
1050,01-02-2023 00:00,12:48,Afternoon,FTG-567-WXY-123,B-102,Regular,Large,150,90,"12.84197701525119, 77.67547528176169",81,GA21ST7890,Fraud,1,,,
1051,01-03-2023 00:00,16:35,Afternoon,FTG-890-ZAB-456,C-103,Express,Large,340,120,"12.84197701525119, 77.67547528176169",64,MH21UV1234,Fraud,1,,,
1052,01-04-2023 00:00,22:15,Evening,FTG-123-CDE-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,AP22WX5678,Not Fraud,0,,,
1053,01-05-2023 00:00,05:45,Midnight,FTG-456-FGH-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,GA22YZ9012,Not Fraud,0,,,
1054,04-01-2023 00:00,12:15,Afternoon,FTG-789-IJK-345,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,MH22AB1234,Fraud,1,,,
1055,04-02-2023 00:00,16:45,Afternoon,FTG-012-LMN-678,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",57,AP23CD5678,Not Fraud,0,,,
1056,04-03-2023 00:00,20:30,Evening,FTG-345-OPQ-901,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",84,GA23EF9012,Not Fraud,0,,,
1057,04-04-2023 00:00,02:10,Midnight,FTG-678-RST-234,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",66,MH23GH3456,Fraud,1,,,
1058,04-05-2023 00:00,09:40,Morning,FTG-901-UVW-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",91,AP24IJ7890,Not Fraud,0,,,
1059,04-06-2023 00:00,15:20,Afternoon,FTG-234-XYZ-890,A-101,Express,Small,100,90,"12.84197701525119, 77.67547528176169",49,GA24KL1234,Fraud,1,,,
